,species,year,amount,country
0,SHEEP,1990,9.56,"Korea, Republic of"
1,SHEEP,1991,7.9,"Korea, Republic of"
2,SHEEP,1992,15.47,"Korea, Republic of"
3,SHEEP,1993,11.52,"Korea, Republic of"
4,SHEEP,1994,14.19,"Korea, Republic of"
5,SHEEP,1995,12.72,"Korea, Republic of"
6,SHEEP,1996,10.89,"Korea, Republic of"
7,SHEEP,1997,9.61,"Korea, Republic of"
8,SHEEP,1998,8.07,"Korea, Republic of"
9,SHEEP,1999,6.81,"Korea, Republic of"
10,SHEEP,2000,5.7,"Korea, Republic of"
11,SHEEP,2001,4.89,"Korea, Republic of"
12,SHEEP,2002,5.7,"Korea, Republic of"
13,SHEEP,2003,5.51,"Korea, Republic of"
14,SHEEP,2004,5.98,"Korea, Republic of"
15,SHEEP,2005,6.08,"Korea, Republic of"
16,SHEEP,2006,5.84,"Korea, Republic of"
17,SHEEP,2007,5.82,"Korea, Republic of"
18,SHEEP,2008,5.73,"Korea, Republic of"
19,SHEEP,2009,5.33,"Korea, Republic of"
20,SHEEP,2010,5.67,"Korea, Republic of"
21,SHEEP,2011,6.49,"Korea, Republic of"
22,SHEEP,2012,6.7,"Korea, Republic of"
23,SHEEP,2013,6.59,"Korea, Republic of"
24,SHEEP,2014,8.78,"Korea, Republic of"
25,SHEEP,2015,10.98,"Korea, Republic of"
26,SHEEP,2016,13.97,"Korea, Republic of"
27,SHEEP,2017,18.28,"Korea, Republic of"
28,SHEEP,2018,17.5,"Korea, Republic of"
29,SHEEP,2019,17.75,"Korea, Republic of"
30,SHEEP,2020,18.0,"Korea, Republic of"
31,SHEEP,2021,18.25,"Korea, Republic of"
32,SHEEP,2022,18.5,"Korea, Republic of"
33,SHEEP,2023,18.75,"Korea, Republic of"
34,SHEEP,2024,19.0,"Korea, Republic of"
35,SHEEP,2025,19.25,"Korea, Republic of"
36,SHEEP,2026,19.5,"Korea, Republic of"
37,SHEEP,2027,19.75,"Korea, Republic of"
38,SHEEP,2028,20.0,"Korea, Republic of"
39,SHEEP,1990,168.48,South Africa
40,SHEEP,1991,169.02,South Africa
41,SHEEP,1992,178.52,South Africa
42,SHEEP,1993,164.85,South Africa
43,SHEEP,1994,196.4,South Africa
44,SHEEP,1995,155.77,South Africa
45,SHEEP,1996,164.29,South Africa
46,SHEEP,1997,163.14,South Africa
47,SHEEP,1998,161.13,South Africa
48,SHEEP,1999,186.29,South Africa
49,SHEEP,2000,164.07,South Africa
50,SHEEP,2001,146.71,South Africa
51,SHEEP,2002,145.49,South Africa
52,SHEEP,2003,143.83,South Africa
53,SHEEP,2004,166.95,South Africa
54,SHEEP,2005,166.95,South Africa
55,SHEEP,2006,178.67,South Africa
56,SHEEP,2007,208.12,South Africa
57,SHEEP,2008,198.55,South Africa
58,SHEEP,2009,185.3,South Africa
59,SHEEP,2010,175.01,South Africa
60,SHEEP,2011,163.42,South Africa
61,SHEEP,2012,171.93,South Africa
62,SHEEP,2013,192.73,South Africa
63,SHEEP,2014,202.84,South Africa
64,SHEEP,2015,188.41,South Africa
65,SHEEP,2016,188.23,South Africa
66,SHEEP,2017,172.7,South Africa
67,SHEEP,2018,171.62,South Africa
68,SHEEP,2019,172.4,South Africa
69,SHEEP,2020,174.92,South Africa
70,SHEEP,2021,176.53,South Africa
71,SHEEP,2022,178.46,South Africa
72,SHEEP,2023,180.24,South Africa
73,SHEEP,2024,182.02,South Africa
74,SHEEP,2025,183.84,South Africa
75,SHEEP,2026,185.66,South Africa
76,SHEEP,2027,187.58,South Africa
77,SHEEP,2028,189.5,South Africa
78,PIG,1990,0.0,"Korea, Republic of"
79,PIG,1991,552.62,"Korea, Republic of"
80,PIG,1992,748.46,"Korea, Republic of"
81,PIG,1993,762.23,"Korea, Republic of"
82,PIG,1994,794.64,"Korea, Republic of"
83,PIG,1995,835.26,"Korea, Republic of"
84,PIG,1996,900.38,"Korea, Republic of"
85,PIG,1997,895.85,"Korea, Republic of"
86,PIG,1998,890.94,"Korea, Republic of"
87,PIG,1999,1030.49,"Korea, Republic of"
88,PIG,2000,969.22,"Korea, Republic of"
89,PIG,2001,1013.07,"Korea, Republic of"
90,PIG,2002,1046.94,"Korea, Republic of"
91,PIG,2003,1291.64,"Korea, Republic of"
92,PIG,2004,1198.86,"Korea, Republic of"
93,PIG,2005,1177.31,"Korea, Republic of"
94,PIG,2006,1423.51,"Korea, Republic of"
95,PIG,2007,1505.96,"Korea, Republic of"
96,PIG,2008,1524.6,"Korea, Republic of"
97,PIG,2009,1484.98,"Korea, Republic of"
98,PIG,2010,1544.08,"Korea, Republic of"
99,PIG,2011,1492.19,"Korea, Republic of"
100,PIG,2012,1551.45,"Korea, Republic of"
101,PIG,2013,1633.67,"Korea, Republic of"
102,PIG,2014,1665.41,"Korea, Republic of"
103,PIG,2015,1819.2,"Korea, Republic of"
104,PIG,2016,1901.91,"Korea, Republic of"
105,PIG,2017,1934.82,"Korea, Republic of"
106,PIG,2018,1971.9,"Korea, Republic of"
107,PIG,2019,2028.6,"Korea, Republic of"
108,PIG,2020,2055.25,"Korea, Republic of"
109,PIG,2021,2058.38,"Korea, Republic of"
110,PIG,2022,2065.14,"Korea, Republic of"
111,PIG,2023,2074.89,"Korea, Republic of"
112,PIG,2024,2083.23,"Korea, Republic of"
113,PIG,2025,2092.3,"Korea, Republic of"
114,PIG,2026,2101.78,"Korea, Republic of"
115,PIG,2027,2110.65,"Korea, Republic of"
116,PIG,2028,2119.52,"Korea, Republic of"
117,SHEEP,1990,602.87,India
118,SHEEP,1991,611.18,India
119,SHEEP,1992,619.04,India
120,SHEEP,1993,624.18,India
121,SHEEP,1994,626.0,India
122,SHEEP,1995,654.64,India
123,SHEEP,1996,663.13,India
124,SHEEP,1997,672.93,India
125,SHEEP,1998,678.95,India
126,SHEEP,1999,681.61,India
127,SHEEP,2000,677.9,India
128,SHEEP,2001,689.71,India
129,SHEEP,2002,692.03,India
130,SHEEP,2003,686.24,India
131,SHEEP,2004,715.23,India
132,SHEEP,2005,741.19,India
133,SHEEP,2006,766.72,India
134,SHEEP,2007,791.77,India
135,SHEEP,2008,772.58,India
136,SHEEP,2009,715.05,India
137,SHEEP,2010,759.72,India
138,SHEEP,2011,753.88,India
139,SHEEP,2012,743.07,India
140,SHEEP,2013,726.76,India
141,SHEEP,2014,717.47,India
142,SHEEP,2015,708.95,India
143,SHEEP,2016,722.37,India
144,SHEEP,2017,711.41,India
145,SHEEP,2018,713.25,India
146,SHEEP,2019,718.82,India
147,SHEEP,2020,731.61,India
148,SHEEP,2021,737.65,India
149,SHEEP,2022,743.64,India
150,SHEEP,2023,750.45,India
151,SHEEP,2024,756.89,India
152,SHEEP,2025,764.34,India
153,SHEEP,2026,771.44,India
154,SHEEP,2027,777.45,India
155,SHEEP,2028,784.29,India
156,PIG,1990,83.79,Norway
157,PIG,1991,86.25,Norway
158,PIG,1992,88.31,Norway
159,PIG,1993,92.37,Norway
160,PIG,1994,95.67,Norway
161,PIG,1995,100.77,Norway
162,PIG,1996,107.14,Norway
163,PIG,1997,101.74,Norway
164,PIG,1998,107.05,Norway
165,PIG,1999,98.99,Norway
166,PIG,2000,103.22,Norway
167,PIG,2001,108.85,Norway
168,PIG,2002,104.26,Norway
169,PIG,2003,107.84,Norway
170,PIG,2004,111.84,Norway
171,PIG,2005,115.49,Norway
172,PIG,2006,114.03,Norway
173,PIG,2007,124.0,Norway
174,PIG,2008,124.23,Norway
175,PIG,2009,131.82,Norway
176,PIG,2010,136.5,Norway
177,PIG,2011,140.72,Norway
178,PIG,2012,130.9,Norway
179,PIG,2013,128.83,Norway
180,PIG,2014,131.08,Norway
181,PIG,2015,137.27,Norway
182,PIG,2016,138.23,Norway
183,PIG,2017,136.19,Norway
184,PIG,2018,138.78,Norway
185,PIG,2019,136.66,Norway
186,PIG,2020,139.5,Norway
187,PIG,2021,139.94,Norway
188,PIG,2022,141.75,Norway
189,PIG,2023,142.99,Norway
190,PIG,2024,144.34,Norway
191,PIG,2025,145.35,Norway
192,PIG,2026,147.09,Norway
193,PIG,2027,148.81,Norway
194,PIG,2028,150.02,Norway
195,SHEEP,1990,59.29,Ethiopia
196,SHEEP,1991,59.68,Ethiopia
197,SHEEP,1992,60.34,Ethiopia
198,SHEEP,1993,60.61,Ethiopia
199,SHEEP,1994,60.52,Ethiopia
200,SHEEP,1995,60.16,Ethiopia
201,SHEEP,1996,60.56,Ethiopia
202,SHEEP,1997,59.29,Ethiopia
203,SHEEP,1998,61.68,Ethiopia
204,SHEEP,1999,61.4,Ethiopia
205,SHEEP,2000,60.4,Ethiopia
206,SHEEP,2001,66.13,Ethiopia
207,SHEEP,2002,79.39,Ethiopia
208,SHEEP,2003,85.27,Ethiopia
209,SHEEP,2004,101.43,Ethiopia
210,SHEEP,2005,109.45,Ethiopia
211,SHEEP,2006,128.21,Ethiopia
212,SHEEP,2007,145.05,Ethiopia
213,SHEEP,2008,138.19,Ethiopia
214,SHEEP,2009,144.27,Ethiopia
215,SHEEP,2010,142.62,Ethiopia
216,SHEEP,2011,138.3,Ethiopia
217,SHEEP,2012,143.84,Ethiopia
218,SHEEP,2013,148.14,Ethiopia
219,SHEEP,2014,101.71,Ethiopia
220,SHEEP,2015,38.55,Ethiopia
221,SHEEP,2016,45.38,Ethiopia
222,SHEEP,2017,55.94,Ethiopia
223,SHEEP,2018,58.2,Ethiopia
224,SHEEP,2019,44.39,Ethiopia
225,SHEEP,2020,46.05,Ethiopia
226,SHEEP,2021,47.08,Ethiopia
227,SHEEP,2022,48.24,Ethiopia
228,SHEEP,2023,49.3,Ethiopia
229,SHEEP,2024,50.31,Ethiopia
230,SHEEP,2025,51.36,Ethiopia
231,SHEEP,2026,52.4,Ethiopia
232,SHEEP,2027,53.44,Ethiopia
233,SHEEP,2028,54.45,Ethiopia
234,POULTRY,1990,391.34,India
235,POULTRY,1991,522.37,India
236,POULTRY,1992,540.18,India
237,POULTRY,1993,608.15,India
238,POULTRY,1994,625.0,India
239,POULTRY,1995,641.82,India
240,POULTRY,1996,659.87,India
241,POULTRY,1997,664.56,India
242,POULTRY,1998,737.95,India
243,POULTRY,1999,810.04,India
244,POULTRY,2000,903.78,India
245,POULTRY,2001,962.92,India
246,POULTRY,2002,1126.76,India
247,POULTRY,2003,1242.1,India
248,POULTRY,2004,1340.2,India
249,POULTRY,2005,1439.78,India
250,POULTRY,2006,1554.2,India
251,POULTRY,2007,1789.78,India
252,POULTRY,2008,1916.97,India
253,POULTRY,2009,2119.69,India
254,POULTRY,2010,2222.02,India
255,POULTRY,2011,2505.2,India
256,POULTRY,2012,2707.06,India
257,POULTRY,2013,2872.85,India
258,POULTRY,2014,3064.96,India
259,POULTRY,2015,3283.69,India
260,POULTRY,2016,3428.04,India
261,POULTRY,2017,3541.09,India
262,POULTRY,2018,3700.42,India
263,POULTRY,2019,3819.24,India
264,POULTRY,2020,3955.65,India
265,POULTRY,2021,4107.12,India
266,POULTRY,2022,4253.68,India
267,POULTRY,2023,4407.0,India
268,POULTRY,2024,4554.2,India
269,POULTRY,2025,4716.31,India
270,POULTRY,2026,4882.98,India
271,POULTRY,2027,5052.07,India
272,POULTRY,2028,5222.98,India
273,BEEF,1990,1985.4,Ukraine
274,BEEF,1991,1877.6,Ukraine
275,BEEF,1992,1521.65,Ukraine
276,BEEF,1993,1286.14,Ukraine
277,BEEF,1994,1158.7,Ukraine
278,BEEF,1995,981.64,Ukraine
279,BEEF,1996,796.55,Ukraine
280,BEEF,1997,782.87,Ukraine
281,BEEF,1998,681.26,Ukraine
282,BEEF,1999,648.54,Ukraine
283,BEEF,2000,629.45,Ukraine
284,BEEF,2001,531.56,Ukraine
285,BEEF,2002,583.47,Ukraine
286,BEEF,2003,577.4,Ukraine
287,BEEF,2004,539.9,Ukraine
288,BEEF,2005,552.6,Ukraine
289,BEEF,2006,588.65,Ukraine
290,BEEF,2007,530.02,Ukraine
291,BEEF,2008,500.46,Ukraine
292,BEEF,2009,446.57,Ukraine
293,BEEF,2010,419.6,Ukraine
294,BEEF,2011,392.79,Ukraine
295,BEEF,2012,375.43,Ukraine
296,BEEF,2013,406.48,Ukraine
297,BEEF,2014,390.99,Ukraine
298,BEEF,2015,350.28,Ukraine
299,BEEF,2016,338.83,Ukraine
300,BEEF,2017,316.85,Ukraine
301,BEEF,2018,314.5,Ukraine
302,BEEF,2019,314.88,Ukraine
303,BEEF,2020,313.32,Ukraine
304,BEEF,2021,315.42,Ukraine
305,BEEF,2022,317.27,Ukraine
306,BEEF,2023,318.94,Ukraine
307,BEEF,2024,319.8,Ukraine
308,BEEF,2025,320.09,Ukraine
309,BEEF,2026,320.4,Ukraine
310,BEEF,2027,320.47,Ukraine
311,BEEF,2028,320.32,Ukraine
312,POULTRY,1990,35.64,Ethiopia
313,POULTRY,1991,35.64,Ethiopia
314,POULTRY,1992,35.9,Ethiopia
315,POULTRY,1993,36.0,Ethiopia
316,POULTRY,1994,35.97,Ethiopia
317,POULTRY,1995,35.97,Ethiopia
318,POULTRY,1996,36.17,Ethiopia
319,POULTRY,1997,36.3,Ethiopia
320,POULTRY,1998,36.96,Ethiopia
321,POULTRY,1999,37.24,Ethiopia
322,POULTRY,2000,37.6,Ethiopia
323,POULTRY,2001,49.84,Ethiopia
324,POULTRY,2002,54.06,Ethiopia
325,POULTRY,2003,50.24,Ethiopia
326,POULTRY,2004,47.11,Ethiopia
327,POULTRY,2005,42.58,Ethiopia
328,POULTRY,2006,45.21,Ethiopia
329,POULTRY,2007,46.25,Ethiopia
330,POULTRY,2008,48.6,Ethiopia
331,POULTRY,2009,50.42,Ethiopia
332,POULTRY,2010,59.23,Ethiopia
333,POULTRY,2011,53.94,Ethiopia
334,POULTRY,2012,60.5,Ethiopia
335,POULTRY,2013,61.86,Ethiopia
336,POULTRY,2014,41.07,Ethiopia
337,POULTRY,2015,12.3,Ethiopia
338,POULTRY,2016,13.14,Ethiopia
339,POULTRY,2017,13.7,Ethiopia
340,POULTRY,2018,14.03,Ethiopia
341,POULTRY,2019,14.29,Ethiopia
342,POULTRY,2020,14.52,Ethiopia
343,POULTRY,2021,14.71,Ethiopia
344,POULTRY,2022,14.89,Ethiopia
345,POULTRY,2023,15.06,Ethiopia
346,POULTRY,2024,15.23,Ethiopia
347,POULTRY,2025,15.44,Ethiopia
348,POULTRY,2026,15.8,Ethiopia
349,POULTRY,2027,16.19,Ethiopia
350,POULTRY,2028,16.61,Ethiopia
351,POULTRY,1990,475.19,Saudi Arabia
352,POULTRY,1991,525.06,Saudi Arabia
353,POULTRY,1992,473.66,Saudi Arabia
354,POULTRY,1993,450.34,Saudi Arabia
355,POULTRY,1994,432.05,Saudi Arabia
356,POULTRY,1995,565.8,Saudi Arabia
357,POULTRY,1996,548.73,Saudi Arabia
358,POULTRY,1997,617.67,Saudi Arabia
359,POULTRY,1998,700.82,Saudi Arabia
360,POULTRY,1999,780.35,Saudi Arabia
361,POULTRY,2000,814.72,Saudi Arabia
362,POULTRY,2001,890.33,Saudi Arabia
363,POULTRY,2002,862.94,Saudi Arabia
364,POULTRY,2003,880.61,Saudi Arabia
365,POULTRY,2004,829.99,Saudi Arabia
366,POULTRY,2005,976.39,Saudi Arabia
367,POULTRY,2006,947.12,Saudi Arabia
368,POULTRY,2007,1003.04,Saudi Arabia
369,POULTRY,2008,1077.17,Saudi Arabia
370,POULTRY,2009,1180.69,Saudi Arabia
371,POULTRY,2010,1237.3,Saudi Arabia
372,POULTRY,2011,1238.45,Saudi Arabia
373,POULTRY,2012,1239.5,Saudi Arabia
374,POULTRY,2013,1414.46,Saudi Arabia
375,POULTRY,2014,1435.25,Saudi Arabia
376,POULTRY,2015,1539.57,Saudi Arabia
377,POULTRY,2016,1523.63,Saudi Arabia
378,POULTRY,2017,1293.81,Saudi Arabia
379,POULTRY,2018,1229.13,Saudi Arabia
380,POULTRY,2019,1258.0,Saudi Arabia
381,POULTRY,2020,1283.03,Saudi Arabia
382,POULTRY,2021,1308.88,Saudi Arabia
383,POULTRY,2022,1335.12,Saudi Arabia
384,POULTRY,2023,1361.86,Saudi Arabia
385,POULTRY,2024,1389.12,Saudi Arabia
386,POULTRY,2025,1416.82,Saudi Arabia
387,POULTRY,2026,1445.13,Saudi Arabia
388,POULTRY,2027,1473.98,Saudi Arabia
389,POULTRY,2028,1503.47,Saudi Arabia
390,BEEF,1990,231.5,Ethiopia
391,BEEF,1991,231.5,Ethiopia
392,BEEF,1992,230.0,Ethiopia
393,BEEF,1993,230.0,Ethiopia
394,BEEF,1994,229.99,Ethiopia
395,BEEF,1995,234.93,Ethiopia
396,BEEF,1996,266.93,Ethiopia
397,BEEF,1997,269.99,Ethiopia
398,BEEF,1998,273.96,Ethiopia
399,BEEF,1999,290.01,Ethiopia
400,BEEF,2000,294.03,Ethiopia
401,BEEF,2001,303.5,Ethiopia
402,BEEF,2002,352.5,Ethiopia
403,BEEF,2003,338.3,Ethiopia
404,BEEF,2004,336.02,Ethiopia
405,BEEF,2005,350.26,Ethiopia
406,BEEF,2006,373.98,Ethiopia
407,BEEF,2007,363.02,Ethiopia
408,BEEF,2008,380.05,Ethiopia
409,BEEF,2009,354.75,Ethiopia
410,BEEF,2010,419.11,Ethiopia
411,BEEF,2011,409.78,Ethiopia
412,BEEF,2012,337.64,Ethiopia
413,BEEF,2013,340.62,Ethiopia
414,BEEF,2014,380.52,Ethiopia
415,BEEF,2015,390.58,Ethiopia
416,BEEF,2016,388.77,Ethiopia
417,BEEF,2017,392.77,Ethiopia
418,BEEF,2018,394.6,Ethiopia
419,BEEF,2019,400.21,Ethiopia
420,BEEF,2020,410.13,Ethiopia
421,BEEF,2021,417.62,Ethiopia
422,BEEF,2022,426.02,Ethiopia
423,BEEF,2023,434.31,Ethiopia
424,BEEF,2024,442.1,Ethiopia
425,BEEF,2025,449.64,Ethiopia
426,BEEF,2026,457.23,Ethiopia
427,BEEF,2027,464.63,Ethiopia
428,BEEF,2028,471.91,Ethiopia
429,POULTRY,1990,0.0,Russian Federation
430,POULTRY,1991,0.0,Russian Federation
431,POULTRY,1992,1484.03,Russian Federation
432,POULTRY,1993,1456.22,Russian Federation
433,POULTRY,1994,1721.88,Russian Federation
434,POULTRY,1995,1680.16,Russian Federation
435,POULTRY,1996,1424.73,Russian Federation
436,POULTRY,1997,1773.69,Russian Federation
437,POULTRY,1998,1529.1,Russian Federation
438,POULTRY,1999,988.86,Russian Federation
439,POULTRY,2000,1456.99,Russian Federation
440,POULTRY,2001,2159.22,Russian Federation
441,POULTRY,2002,2399.1,Russian Federation
442,POULTRY,2003,2318.04,Russian Federation
443,POULTRY,2004,2315.03,Russian Federation
444,POULTRY,2005,2686.94,Russian Federation
445,POULTRY,2006,2842.15,Russian Federation
446,POULTRY,2007,3313.7,Russian Federation
447,POULTRY,2008,4389.31,Russian Federation
448,POULTRY,2009,3534.46,Russian Federation
449,POULTRY,2010,3526.61,Russian Federation
450,POULTRY,2011,3658.82,Russian Federation
451,POULTRY,2012,4133.44,Russian Federation
452,POULTRY,2013,4314.09,Russian Federation
453,POULTRY,2014,4540.43,Russian Federation
454,POULTRY,2015,4742.13,Russian Federation
455,POULTRY,2016,4827.71,Russian Federation
456,POULTRY,2017,5107.99,Russian Federation
457,POULTRY,2018,5140.31,Russian Federation
458,POULTRY,2019,5178.88,Russian Federation
459,POULTRY,2020,5139.68,Russian Federation
460,POULTRY,2021,5152.59,Russian Federation
461,POULTRY,2022,5158.88,Russian Federation
462,POULTRY,2023,5167.74,Russian Federation
463,POULTRY,2024,5189.24,Russian Federation
464,POULTRY,2025,5208.59,Russian Federation
465,POULTRY,2026,5220.32,Russian Federation
466,POULTRY,2027,5230.93,Russian Federation
467,POULTRY,2028,5239.76,Russian Federation
468,PIG,1990,336.01,Thailand
469,PIG,1991,400.5,Thailand
470,PIG,1992,432.79,Thailand
471,PIG,1993,457.63,Thailand
472,PIG,1994,487.9,Thailand
473,PIG,1995,486.05,Thailand
474,PIG,1996,509.64,Thailand
475,PIG,1997,530.5,Thailand
476,PIG,1998,463.71,Thailand
477,PIG,1999,450.03,Thailand
478,PIG,2000,685.53,Thailand
479,PIG,2001,687.82,Thailand
480,PIG,2002,770.88,Thailand
481,PIG,2003,852.62,Thailand
482,PIG,2004,863.71,Thailand
483,PIG,2005,896.29,Thailand
484,PIG,2006,975.4,Thailand
485,PIG,2007,990.67,Thailand
486,PIG,2008,879.58,Thailand
487,PIG,2009,855.3,Thailand
488,PIG,2010,879.67,Thailand
489,PIG,2011,859.6,Thailand
490,PIG,2012,923.65,Thailand
491,PIG,2013,941.23,Thailand
492,PIG,2014,923.45,Thailand
493,PIG,2015,913.0,Thailand
494,PIG,2016,895.96,Thailand
495,PIG,2017,882.61,Thailand
496,PIG,2018,883.05,Thailand
497,PIG,2019,887.73,Thailand
498,PIG,2020,901.32,Thailand
499,PIG,2021,906.59,Thailand
500,PIG,2022,912.07,Thailand
501,PIG,2023,919.19,Thailand
502,PIG,2024,927.31,Thailand
503,PIG,2025,934.42,Thailand
504,PIG,2026,942.42,Thailand
505,PIG,2027,948.08,Thailand
506,PIG,2028,954.37,Thailand
507,POULTRY,1990,20.08,Norway
508,POULTRY,1991,20.54,Norway
509,POULTRY,1992,23.12,Norway
510,POULTRY,1993,23.09,Norway
511,POULTRY,1994,26.17,Norway
512,POULTRY,1995,29.66,Norway
513,POULTRY,1996,32.62,Norway
514,POULTRY,1997,33.49,Norway
515,POULTRY,1998,31.43,Norway
516,POULTRY,1999,36.75,Norway
517,POULTRY,2000,42.98,Norway
518,POULTRY,2001,42.32,Norway
519,POULTRY,2002,45.87,Norway
520,POULTRY,2003,49.19,Norway
521,POULTRY,2004,54.58,Norway
522,POULTRY,2005,57.67,Norway
523,POULTRY,2006,63.02,Norway
524,POULTRY,2007,70.61,Norway
525,POULTRY,2008,84.29,Norway
526,POULTRY,2009,81.84,Norway
527,POULTRY,2010,84.15,Norway
528,POULTRY,2011,84.55,Norway
529,POULTRY,2012,93.2,Norway
530,POULTRY,2013,105.85,Norway
531,POULTRY,2014,104.13,Norway
532,POULTRY,2015,93.42,Norway
533,POULTRY,2016,99.99,Norway
534,POULTRY,2017,102.86,Norway
535,POULTRY,2018,104.55,Norway
536,POULTRY,2019,107.89,Norway
537,POULTRY,2020,109.05,Norway
538,POULTRY,2021,110.63,Norway
539,POULTRY,2022,112.03,Norway
540,POULTRY,2023,113.46,Norway
541,POULTRY,2024,114.91,Norway
542,POULTRY,2025,116.34,Norway
543,POULTRY,2026,117.74,Norway
544,POULTRY,2027,119.14,Norway
545,POULTRY,2028,120.55,Norway
546,SHEEP,1990,1.33,Thailand
547,SHEEP,1991,1.41,Thailand
548,SHEEP,1992,1.69,Thailand
549,SHEEP,1993,1.31,Thailand
550,SHEEP,1994,1.2,Thailand
551,SHEEP,1995,1.1,Thailand
552,SHEEP,1996,0.82,Thailand
553,SHEEP,1997,0.85,Thailand
554,SHEEP,1998,0.93,Thailand
555,SHEEP,1999,0.93,Thailand
556,SHEEP,2000,1.03,Thailand
557,SHEEP,2001,1.39,Thailand
558,SHEEP,2002,1.32,Thailand
559,SHEEP,2003,1.41,Thailand
560,SHEEP,2004,1.93,Thailand
561,SHEEP,2005,2.07,Thailand
562,SHEEP,2006,1.99,Thailand
563,SHEEP,2007,2.49,Thailand
564,SHEEP,2008,2.38,Thailand
565,SHEEP,2009,2.23,Thailand
566,SHEEP,2010,2.29,Thailand
567,SHEEP,2011,2.69,Thailand
568,SHEEP,2012,2.98,Thailand
569,SHEEP,2013,3.3,Thailand
570,SHEEP,2014,3.3,Thailand
571,SHEEP,2015,3.38,Thailand
572,SHEEP,2016,3.71,Thailand
573,SHEEP,2017,3.39,Thailand
574,SHEEP,2018,3.39,Thailand
575,SHEEP,2019,3.44,Thailand
576,SHEEP,2020,3.56,Thailand
577,SHEEP,2021,3.73,Thailand
578,SHEEP,2022,3.83,Thailand
579,SHEEP,2023,3.93,Thailand
580,SHEEP,2024,4.02,Thailand
581,SHEEP,2025,4.11,Thailand
582,SHEEP,2026,4.2,Thailand
583,SHEEP,2027,4.29,Thailand
584,SHEEP,2028,4.37,Thailand
585,BEEF,1990,76.7,Norway
586,BEEF,1991,79.14,Norway
587,BEEF,1992,80.59,Norway
588,BEEF,1993,82.51,Norway
589,BEEF,1994,89.42,Norway
590,BEEF,1995,87.99,Norway
591,BEEF,1996,90.26,Norway
592,BEEF,1997,90.07,Norway
593,BEEF,1998,92.67,Norway
594,BEEF,1999,90.72,Norway
595,BEEF,2000,93.6,Norway
596,BEEF,2001,91.6,Norway
597,BEEF,2002,92.27,Norway
598,BEEF,2003,86.47,Norway
599,BEEF,2004,94.24,Norway
600,BEEF,2005,94.76,Norway
601,BEEF,2006,92.07,Norway
602,BEEF,2007,89.07,Norway
603,BEEF,2008,92.21,Norway
604,BEEF,2009,91.45,Norway
605,BEEF,2010,91.94,Norway
606,BEEF,2011,94.84,Norway
607,BEEF,2012,99.26,Norway
608,BEEF,2013,101.15,Norway
609,BEEF,2014,93.09,Norway
610,BEEF,2015,104.0,Norway
611,BEEF,2016,106.57,Norway
612,BEEF,2017,105.22,Norway
613,BEEF,2018,104.43,Norway
614,BEEF,2019,105.73,Norway
615,BEEF,2020,105.95,Norway
616,BEEF,2021,107.23,Norway
617,BEEF,2022,108.06,Norway
618,BEEF,2023,108.95,Norway
619,BEEF,2024,109.89,Norway
620,BEEF,2025,110.78,Norway
621,BEEF,2026,111.68,Norway
622,BEEF,2027,112.59,Norway
623,BEEF,2028,113.5,Norway
624,PIG,1990,1.05,Ethiopia
625,PIG,1991,1.1,Ethiopia
626,PIG,1992,1.15,Ethiopia
627,PIG,1993,1.15,Ethiopia
628,PIG,1994,1.16,Ethiopia
629,PIG,1995,1.21,Ethiopia
630,PIG,1996,1.27,Ethiopia
631,PIG,1997,1.32,Ethiopia
632,PIG,1998,1.4,Ethiopia
633,PIG,1999,1.46,Ethiopia
634,PIG,2000,1.47,Ethiopia
635,PIG,2001,1.54,Ethiopia
636,PIG,2002,1.53,Ethiopia
637,PIG,2003,1.68,Ethiopia
638,PIG,2004,1.67,Ethiopia
639,PIG,2005,1.74,Ethiopia
640,PIG,2006,1.77,Ethiopia
641,PIG,2007,1.73,Ethiopia
642,PIG,2008,1.73,Ethiopia
643,PIG,2009,1.69,Ethiopia
644,PIG,2010,1.82,Ethiopia
645,PIG,2011,1.89,Ethiopia
646,PIG,2012,1.94,Ethiopia
647,PIG,2013,1.94,Ethiopia
648,PIG,2014,1.98,Ethiopia
649,PIG,2015,2.03,Ethiopia
650,PIG,2016,2.05,Ethiopia
651,PIG,2017,2.05,Ethiopia
652,PIG,2018,2.05,Ethiopia
653,PIG,2019,2.06,Ethiopia
654,PIG,2020,2.14,Ethiopia
655,PIG,2021,2.18,Ethiopia
656,PIG,2022,2.24,Ethiopia
657,PIG,2023,2.29,Ethiopia
658,PIG,2024,2.35,Ethiopia
659,PIG,2025,2.41,Ethiopia
660,PIG,2026,2.47,Ethiopia
661,PIG,2027,2.53,Ethiopia
662,PIG,2028,2.59,Ethiopia
663,BEEF,1990,710.0,Kazakhstan
664,BEEF,1991,724.0,Kazakhstan
665,BEEF,1992,593.21,Kazakhstan
666,BEEF,1993,651.31,Kazakhstan
667,BEEF,1994,614.7,Kazakhstan
668,BEEF,1995,515.7,Kazakhstan
669,BEEF,1996,439.58,Kazakhstan
670,BEEF,1997,364.2,Kazakhstan
671,BEEF,1998,344.04,Kazakhstan
672,BEEF,1999,340.69,Kazakhstan
673,BEEF,2000,310.22,Kazakhstan
674,BEEF,2001,290.33,Kazakhstan
675,BEEF,2002,299.76,Kazakhstan
676,BEEF,2003,317.37,Kazakhstan
677,BEEF,2004,353.72,Kazakhstan
