,species,year,amount,country
2804,PIG,2025,725.58,Argentina
2805,PIG,2026,735.89,Argentina
2806,PIG,2027,746.11,Argentina
2807,PIG,2028,756.48,Argentina
2808,BEEF,1990,734.93,Colombia
2809,BEEF,1991,676.34,Colombia
2810,BEEF,1992,587.02,Colombia
2811,BEEF,1993,601.22,Colombia
2812,BEEF,1994,648.05,Colombia
2813,BEEF,1995,702.26,Colombia
2814,BEEF,1996,731.71,Colombia
2815,BEEF,1997,764.88,Colombia
2816,BEEF,1998,765.4,Colombia
2817,BEEF,1999,716.84,Colombia
2818,BEEF,2000,745.91,Colombia
2819,BEEF,2001,698.45,Colombia
2820,BEEF,2002,674.99,Colombia
2821,BEEF,2003,638.39,Colombia
2822,BEEF,2004,704.86,Colombia
2823,BEEF,2005,782.85,Colombia
2824,BEEF,2006,804.92,Colombia
2825,BEEF,2007,776.02,Colombia
2826,BEEF,2008,764.07,Colombia
2827,BEEF,2009,706.71,Colombia
2828,BEEF,2010,766.35,Colombia
2829,BEEF,2011,816.99,Colombia
2830,BEEF,2012,846.55,Colombia
2831,BEEF,2013,819.94,Colombia
2832,BEEF,2014,831.95,Colombia
2833,BEEF,2015,847.09,Colombia
2834,BEEF,2016,788.96,Colombia
2835,BEEF,2017,736.29,Colombia
2836,BEEF,2018,759.94,Colombia
2837,BEEF,2019,760.3,Colombia
2838,BEEF,2020,781.03,Colombia
2839,BEEF,2021,805.58,Colombia
2840,BEEF,2022,811.82,Colombia
2841,BEEF,2023,819.83,Colombia
2842,BEEF,2024,835.18,Colombia
2843,BEEF,2025,859.73,Colombia
2844,BEEF,2026,867.43,Colombia
2845,BEEF,2027,875.11,Colombia
2846,BEEF,2028,890.58,Colombia
2847,PIG,1990,546.87,Indonesia
2848,PIG,1991,574.82,Indonesia
2849,PIG,1992,586.24,Indonesia
2850,PIG,1993,622.66,Indonesia
2851,PIG,1994,660.6,Indonesia
2852,PIG,1995,572.57,Indonesia
2853,PIG,1996,600.0,Indonesia
2854,PIG,1997,633.99,Indonesia
2855,PIG,1998,621.81,Indonesia
2856,PIG,1999,550.06,Indonesia
2857,PIG,2000,413.76,Indonesia
2858,PIG,2001,418.56,Indonesia
2859,PIG,2002,465.29,Indonesia
2860,PIG,2003,486.96,Indonesia
2861,PIG,2004,194.24,Indonesia
2862,PIG,2005,176.53,Indonesia
2863,PIG,2006,199.64,Indonesia
2864,PIG,2007,230.74,Indonesia
2865,PIG,2008,211.02,Indonesia
2866,PIG,2009,200.27,Indonesia
2867,PIG,2010,212.43,Indonesia
2868,PIG,2011,225.42,Indonesia
2869,PIG,2012,233.05,Indonesia
2870,PIG,2013,300.69,Indonesia
2871,PIG,2014,305.06,Indonesia
2872,PIG,2015,335.75,Indonesia
2873,PIG,2016,346.12,Indonesia
2874,PIG,2017,345.01,Indonesia
2875,PIG,2018,349.04,Indonesia
2876,PIG,2019,347.48,Indonesia
2877,PIG,2020,352.1,Indonesia
2878,PIG,2021,356.3,Indonesia
2879,PIG,2022,361.44,Indonesia
2880,PIG,2023,366.13,Indonesia
2881,PIG,2024,370.96,Indonesia
2882,PIG,2025,375.47,Indonesia
2883,PIG,2026,379.98,Indonesia
2884,PIG,2027,383.42,Indonesia
2885,PIG,2028,387.09,Indonesia
2886,SHEEP,1990,82.13,Egypt
2887,SHEEP,1991,73.75,Egypt
2888,SHEEP,1992,76.2,Egypt
2889,SHEEP,1993,80.63,Egypt
2890,SHEEP,1994,87.65,Egypt
2891,SHEEP,1995,90.85,Egypt
2892,SHEEP,1996,90.42,Egypt
2893,SHEEP,1997,93.79,Egypt
2894,SHEEP,1998,95.92,Egypt
2895,SHEEP,1999,81.29,Egypt
2896,SHEEP,2000,125.99,Egypt
2897,SHEEP,2001,128.92,Egypt
2898,SHEEP,2002,137.07,Egypt
2899,SHEEP,2003,139.85,Egypt
2900,SHEEP,2004,137.52,Egypt
2901,SHEEP,2005,138.74,Egypt
2902,SHEEP,2006,141.66,Egypt
2903,SHEEP,2007,149.54,Egypt
2904,SHEEP,2008,151.42,Egypt
2905,SHEEP,2009,145.43,Egypt
2906,SHEEP,2010,131.01,Egypt
2907,SHEEP,2011,127.4,Egypt
2908,SHEEP,2012,131.06,Egypt
2909,SHEEP,2013,129.99,Egypt
2910,SHEEP,2014,131.33,Egypt
2911,SHEEP,2015,128.13,Egypt
2912,SHEEP,2016,130.52,Egypt
2913,SHEEP,2017,125.58,Egypt
2914,SHEEP,2018,124.02,Egypt
2915,SHEEP,2019,125.27,Egypt
2916,SHEEP,2020,127.3,Egypt
2917,SHEEP,2021,130.72,Egypt
2918,SHEEP,2022,134.39,Egypt
2919,SHEEP,2023,137.54,Egypt
2920,SHEEP,2024,140.6,Egypt
2921,SHEEP,2025,143.73,Egypt
2922,SHEEP,2026,146.85,Egypt
2923,SHEEP,2027,150.02,Egypt
2924,SHEEP,2028,153.19,Egypt
2925,POULTRY,1990,298.56,Colombia
2926,POULTRY,1991,388.34,Colombia
2927,POULTRY,1992,415.97,Colombia
2928,POULTRY,1993,455.99,Colombia
2929,POULTRY,1994,511.74,Colombia
2930,POULTRY,1995,570.02,Colombia
2931,POULTRY,1996,489.06,Colombia
2932,POULTRY,1997,459.68,Colombia
2933,POULTRY,1998,531.12,Colombia
2934,POULTRY,1999,522.23,Colombia
2935,POULTRY,2000,537.05,Colombia
2936,POULTRY,2001,633.9,Colombia
2937,POULTRY,2002,684.22,Colombia
2938,POULTRY,2003,709.94,Colombia
2939,POULTRY,2004,728.86,Colombia
2940,POULTRY,2005,794.42,Colombia
2941,POULTRY,2006,885.73,Colombia
2942,POULTRY,2007,964.78,Colombia
2943,POULTRY,2008,1051.04,Colombia
2944,POULTRY,2009,1061.71,Colombia
2945,POULTRY,2010,1116.24,Colombia
2946,POULTRY,2011,1126.78,Colombia
2947,POULTRY,2012,1169.69,Colombia
2948,POULTRY,2013,1331.17,Colombia
2949,POULTRY,2014,1414.82,Colombia
2950,POULTRY,2015,1483.7,Colombia
2951,POULTRY,2016,1564.64,Colombia
2952,POULTRY,2017,1645.31,Colombia
2953,POULTRY,2018,1723.0,Colombia
2954,POULTRY,2019,1763.13,Colombia
2955,POULTRY,2020,1807.17,Colombia
2956,POULTRY,2021,1855.58,Colombia
2957,POULTRY,2022,1895.69,Colombia
2958,POULTRY,2023,1940.33,Colombia
2959,POULTRY,2024,1989.18,Colombia
2960,POULTRY,2025,2041.49,Colombia
2961,POULTRY,2026,2089.31,Colombia
2962,POULTRY,2027,2135.82,Colombia
2963,POULTRY,2028,2186.17,Colombia
2964,SHEEP,1990,12.2,Colombia
2965,SHEEP,1991,11.53,Colombia
2966,SHEEP,1992,12.31,Colombia
2967,SHEEP,1993,13.13,Colombia
2968,SHEEP,1994,13.12,Colombia
2969,SHEEP,1995,13.28,Colombia
2970,SHEEP,1996,12.05,Colombia
2971,SHEEP,1997,13.05,Colombia
2972,SHEEP,1998,12.1,Colombia
2973,SHEEP,1999,11.78,Colombia
2974,SHEEP,2000,13.33,Colombia
2975,SHEEP,2001,13.0,Colombia
2976,SHEEP,2002,12.19,Colombia
2977,SHEEP,2003,12.32,Colombia
2978,SHEEP,2004,12.08,Colombia
2979,SHEEP,2005,11.9,Colombia
2980,SHEEP,2006,11.67,Colombia
2981,SHEEP,2007,11.56,Colombia
2982,SHEEP,2008,11.31,Colombia
2983,SHEEP,2009,11.96,Colombia
2984,SHEEP,2010,10.87,Colombia
2985,SHEEP,2011,10.74,Colombia
2986,SHEEP,2012,7.81,Colombia
2987,SHEEP,2013,7.3,Colombia
2988,SHEEP,2014,8.1,Colombia
2989,SHEEP,2015,8.4,Colombia
2990,SHEEP,2016,7.79,Colombia
2991,SHEEP,2017,7.86,Colombia
2992,SHEEP,2018,8.01,Colombia
2993,SHEEP,2019,8.15,Colombia
2994,SHEEP,2020,8.2,Colombia
2995,SHEEP,2021,8.28,Colombia
2996,SHEEP,2022,8.33,Colombia
2997,SHEEP,2023,8.33,Colombia
2998,SHEEP,2024,8.34,Colombia
2999,SHEEP,2025,8.37,Colombia
3000,SHEEP,2026,8.38,Colombia
3001,SHEEP,2027,8.38,Colombia
3002,SHEEP,2028,8.38,Colombia
3003,BEEF,1990,1067.24,Japan
3004,BEEF,1991,1142.37,Japan
3005,BEEF,1992,1190.67,Japan
3006,BEEF,1993,1308.38,Japan
3007,BEEF,1994,1441.19,Japan
3008,BEEF,1995,1517.9,Japan
3009,BEEF,1996,1441.21,Japan
3010,BEEF,1997,1463.36,Japan
3011,BEEF,1998,1486.63,Japan
3012,BEEF,1999,1486.74,Japan
3013,BEEF,2000,1570.03,Japan
3014,BEEF,2001,1282.59,Japan
3015,BEEF,2002,1302.38,Japan
3016,BEEF,2003,1276.91,Japan
3017,BEEF,2004,1275.12,Japan
3018,BEEF,2005,1142.9,Japan
3019,BEEF,2006,1135.18,Japan
3020,BEEF,2007,1171.14,Japan
3021,BEEF,2008,1172.56,Japan
3022,BEEF,2009,1192.21,Japan
3023,BEEF,2010,1231.57,Japan
3024,BEEF,2011,1233.99,Japan
3025,BEEF,2012,1234.87,Japan
3026,BEEF,2013,1233.09,Japan
3027,BEEF,2014,1224.72,Japan
3028,BEEF,2015,1186.03,Japan
3029,BEEF,2016,1169.44,Japan
3030,BEEF,2017,1323.0,Japan
3031,BEEF,2018,1351.09,Japan
3032,BEEF,2019,1348.2,Japan
3033,BEEF,2020,1351.14,Japan
3034,BEEF,2021,1351.72,Japan
3035,BEEF,2022,1351.21,Japan
3036,BEEF,2023,1353.15,Japan
3037,BEEF,2024,1354.27,Japan
3038,BEEF,2025,1354.6,Japan
3039,BEEF,2026,1355.77,Japan
3040,BEEF,2027,1356.76,Japan
3041,BEEF,2028,1357.38,Japan
3042,PIG,1990,232.63,Malaysia
3043,PIG,1991,237.37,Malaysia
3044,PIG,1992,255.68,Malaysia
3045,PIG,1993,267.05,Malaysia
3046,PIG,1994,287.6,Malaysia
3047,PIG,1995,286.98,Malaysia
3048,PIG,1996,280.8,Malaysia
3049,PIG,1997,283.42,Malaysia
3050,PIG,1998,267.26,Malaysia
3051,PIG,1999,168.99,Malaysia
3052,PIG,2000,173.05,Malaysia
3053,PIG,2001,202.16,Malaysia
3054,PIG,2002,211.13,Malaysia
3055,PIG,2003,194.92,Malaysia
3056,PIG,2004,203.82,Malaysia
3057,PIG,2005,212.07,Malaysia
3058,PIG,2006,219.7,Malaysia
3059,PIG,2007,202.17,Malaysia
3060,PIG,2008,198.49,Malaysia
3061,PIG,2009,207.12,Malaysia
3062,PIG,2010,246.33,Malaysia
3063,PIG,2011,227.14,Malaysia
3064,PIG,2012,225.06,Malaysia
3065,PIG,2013,225.03,Malaysia
3066,PIG,2014,229.16,Malaysia
3067,PIG,2015,242.4,Malaysia
3068,PIG,2016,219.63,Malaysia
3069,PIG,2017,218.28,Malaysia
3070,PIG,2018,220.1,Malaysia
3071,PIG,2019,220.57,Malaysia
3072,PIG,2020,223.89,Malaysia
3073,PIG,2021,225.07,Malaysia
3074,PIG,2022,226.78,Malaysia
3075,PIG,2023,229.05,Malaysia
3076,PIG,2024,231.4,Malaysia
3077,PIG,2025,233.63,Malaysia
3078,PIG,2026,236.12,Malaysia
3079,PIG,2027,238.13,Malaysia
3080,PIG,2028,240.09,Malaysia
3081,BEEF,1990,174.45,Switzerland
3082,BEEF,1991,178.33,Switzerland
3083,BEEF,1992,178.33,Switzerland
3084,BEEF,1993,172.51,Switzerland
3085,BEEF,1994,158.39,Switzerland
3086,BEEF,1995,158.19,Switzerland
3087,BEEF,1996,161.38,Switzerland
3088,BEEF,1997,161.56,Switzerland
3089,BEEF,1998,159.1,Switzerland
3090,BEEF,1999,157.97,Switzerland
3091,BEEF,2000,151.81,Switzerland
3092,BEEF,2001,151.11,Switzerland
3093,BEEF,2002,154.5,Switzerland
3094,BEEF,2003,152.59,Switzerland
3095,BEEF,2004,153.07,Switzerland
3096,BEEF,2005,155.56,Switzerland
3097,BEEF,2006,160.18,Switzerland
3098,BEEF,2007,159.71,Switzerland
3099,BEEF,2008,168.89,Switzerland
3100,BEEF,2009,169.58,Switzerland
3101,BEEF,2010,176.06,Switzerland
3102,BEEF,2011,180.08,Switzerland
3103,BEEF,2012,177.75,Switzerland
3104,BEEF,2013,166.05,Switzerland
3105,BEEF,2014,166.32,Switzerland
3106,BEEF,2015,164.0,Switzerland
3107,BEEF,2016,167.0,Switzerland
3108,BEEF,2017,162.0,Switzerland
3109,BEEF,2018,162.0,Switzerland
3110,BEEF,2019,162.57,Switzerland
3111,BEEF,2020,163.15,Switzerland
3112,BEEF,2021,163.72,Switzerland
3113,BEEF,2022,164.3,Switzerland
3114,BEEF,2023,165.28,Switzerland
3115,BEEF,2024,166.26,Switzerland
3116,BEEF,2025,167.24,Switzerland
3117,BEEF,2026,168.22,Switzerland
3118,BEEF,2027,169.2,Switzerland
3119,BEEF,2028,170.18,Switzerland
3198,POULTRY,1990,160.71,Pakistan
3199,POULTRY,1991,154.9,Pakistan
3200,POULTRY,1992,173.16,Pakistan
3201,POULTRY,1993,269.29,Pakistan
3202,POULTRY,1994,300.42,Pakistan
3203,POULTRY,1995,312.55,Pakistan
3204,POULTRY,1996,359.7,Pakistan
3205,POULTRY,1997,391.67,Pakistan
3206,POULTRY,1998,288.69,Pakistan
3207,POULTRY,1999,314.77,Pakistan
3208,POULTRY,2000,331.97,Pakistan
3209,POULTRY,2001,343.95,Pakistan
3210,POULTRY,2002,359.81,Pakistan
3211,POULTRY,2003,377.36,Pakistan
3212,POULTRY,2004,383.51,Pakistan
3213,POULTRY,2005,389.32,Pakistan
3214,POULTRY,2006,517.71,Pakistan
3215,POULTRY,2007,558.95,Pakistan
3216,POULTRY,2008,605.74,Pakistan
3217,POULTRY,2009,661.42,Pakistan
3218,POULTRY,2010,732.81,Pakistan
3219,POULTRY,2011,792.76,Pakistan
3220,POULTRY,2012,853.92,Pakistan
3221,POULTRY,2013,921.98,Pakistan
3222,POULTRY,2014,1009.93,Pakistan
3223,POULTRY,2015,1100.5,Pakistan
3224,POULTRY,2016,1200.74,Pakistan
3225,POULTRY,2017,1305.92,Pakistan
3226,POULTRY,2018,1354.5,Pakistan
3227,POULTRY,2019,1388.45,Pakistan
3228,POULTRY,2020,1423.03,Pakistan
3229,POULTRY,2021,1458.83,Pakistan
3230,POULTRY,2022,1495.69,Pakistan
3231,POULTRY,2023,1533.22,Pakistan
3232,POULTRY,2024,1571.67,Pakistan
3233,POULTRY,2025,1610.84,Pakistan
3234,POULTRY,2026,1651.05,Pakistan
3235,POULTRY,2027,1692.28,Pakistan
3236,POULTRY,2028,1734.73,Pakistan
3237,BEEF,1990,316.45,Thailand
3238,BEEF,1991,318.92,Thailand
3239,BEEF,1992,316.18,Thailand
3240,BEEF,1993,337.23,Thailand
3241,BEEF,1994,274.1,Thailand
3242,BEEF,1995,359.02,Thailand
3243,BEEF,1996,323.1,Thailand
3244,BEEF,1997,284.43,Thailand
3245,BEEF,1998,251.97,Thailand
3246,BEEF,1999,228.25,Thailand
3247,BEEF,2000,199.36,Thailand
3248,BEEF,2001,146.74,Thailand
3249,BEEF,2002,141.29,Thailand
3250,BEEF,2003,142.64,Thailand
3251,BEEF,2004,152.19,Thailand
3252,BEEF,2005,152.88,Thailand
3253,BEEF,2006,161.66,Thailand
3254,BEEF,2007,184.15,Thailand
3255,BEEF,2008,171.93,Thailand
3256,BEEF,2009,172.66,Thailand
3257,BEEF,2010,189.65,Thailand
3258,BEEF,2011,170.72,Thailand
3259,BEEF,2012,156.09,Thailand
3260,BEEF,2013,150.36,Thailand
3261,BEEF,2014,143.65,Thailand
3262,BEEF,2015,115.06,Thailand
3263,BEEF,2016,116.1,Thailand
3264,BEEF,2017,128.83,Thailand
3265,BEEF,2018,128.83,Thailand
3266,BEEF,2019,129.8,Thailand
3267,BEEF,2020,131.61,Thailand
3268,BEEF,2021,132.82,Thailand
3269,BEEF,2022,133.39,Thailand
3270,BEEF,2023,134.4,Thailand
3271,BEEF,2024,135.16,Thailand
3272,BEEF,2025,135.23,Thailand
3273,BEEF,2026,135.47,Thailand
3274,BEEF,2027,135.44,Thailand
3275,BEEF,2028,135.52,Thailand
3276,SHEEP,1990,105.12,Japan
3277,SHEEP,1991,107.75,Japan
3278,SHEEP,1992,113.53,Japan
3279,SHEEP,1993,95.98,Japan
3280,SHEEP,1994,80.64,Japan
3281,SHEEP,1995,82.76,Japan
3282,SHEEP,1996,71.57,Japan
3283,SHEEP,1997,63.16,Japan
3284,SHEEP,1998,60.62,Japan
3285,SHEEP,1999,50.97,Japan
3286,SHEEP,2000,46.34,Japan
3287,SHEEP,2001,44.52,Japan
3288,SHEEP,2002,42.67,Japan
3289,SHEEP,2003,36.67,Japan
3290,SHEEP,2004,46.46,Japan
3291,SHEEP,2005,53.06,Japan
3292,SHEEP,2006,53.49,Japan
3293,SHEEP,2007,38.59,Japan
3294,SHEEP,2008,39.05,Japan
3295,SHEEP,2009,39.44,Japan
3296,SHEEP,2010,31.62,Japan
3297,SHEEP,2011,31.86,Japan
3298,SHEEP,2012,27.46,Japan
3299,SHEEP,2013,18.17,Japan
3300,SHEEP,2014,20.39,Japan
3301,SHEEP,2015,18.51,Japan
3302,SHEEP,2016,20.05,Japan
3303,SHEEP,2017,22.19,Japan
3304,SHEEP,2018,23.51,Japan
3305,SHEEP,2019,23.22,Japan
3306,SHEEP,2020,23.23,Japan
3307,SHEEP,2021,23.14,Japan
3308,SHEEP,2022,23.07,Japan
3309,SHEEP,2023,22.98,Japan
3310,SHEEP,2024,22.88,Japan
3311,SHEEP,2025,22.79,Japan
3312,SHEEP,2026,22.7,Japan
3313,SHEEP,2027,22.61,Japan
3314,SHEEP,2028,22.52,Japan
3315,BEEF,1990,70.37,Saudi Arabia
3316,BEEF,1991,83.17,Saudi Arabia
3317,BEEF,1992,87.69,Saudi Arabia
3318,BEEF,1993,50.7,Saudi Arabia
3319,BEEF,1994,54.84,Saudi Arabia
3320,BEEF,1995,96.66,Saudi Arabia
3321,BEEF,1996,67.15,Saudi Arabia
3322,BEEF,1997,64.6,Saudi Arabia
3323,BEEF,1998,82.0,Saudi Arabia
3324,BEEF,1999,59.84,Saudi Arabia
3325,BEEF,2000,85.73,Saudi Arabia
3326,BEEF,2001,52.05,Saudi Arabia
3327,BEEF,2002,84.98,Saudi Arabia
3328,BEEF,2003,86.61,Saudi Arabia
3329,BEEF,2004,115.2,Saudi Arabia
3330,BEEF,2005,112.77,Saudi Arabia
3331,BEEF,2006,145.35,Saudi Arabia
3332,BEEF,2007,153.55,Saudi Arabia
3333,BEEF,2008,141.0,Saudi Arabia
3334,BEEF,2009,161.03,Saudi Arabia
3335,BEEF,2010,181.42,Saudi Arabia
3336,BEEF,2011,176.24,Saudi Arabia
3337,BEEF,2012,207.0,Saudi Arabia
3338,BEEF,2013,186.87,Saudi Arabia
3339,BEEF,2014,187.17,Saudi Arabia
3340,BEEF,2015,203.99,Saudi Arabia
3341,BEEF,2016,190.61,Saudi Arabia
3342,BEEF,2017,196.08,Saudi Arabia
3343,BEEF,2018,191.0,Saudi Arabia
3344,BEEF,2019,196.05,Saudi Arabia
3345,BEEF,2020,201.04,Saudi Arabia
3346,BEEF,2021,206.07,Saudi Arabia
3347,BEEF,2022,211.23,Saudi Arabia
3348,BEEF,2023,216.53,Saudi Arabia
3349,BEEF,2024,221.9,Saudi Arabia
3350,BEEF,2025,227.44,Saudi Arabia
3351,BEEF,2026,233.16,Saudi Arabia
3352,BEEF,2027,239.02,Saudi Arabia
3353,BEEF,2028,244.98,Saudi Arabia
3354,POULTRY,1990,764.27,Canada
3355,POULTRY,1991,773.11,Canada
3356,POULTRY,1992,783.33,Canada
3357,POULTRY,1993,812.23,Canada
3358,POULTRY,1994,873.86,Canada
3359,POULTRY,1995,872.42,Canada
3360,POULTRY,1996,874.62,Canada
3361,POULTRY,1997,899.54,Canada
3362,POULTRY,1998,928.17,Canada
3363,POULTRY,1999,977.78,Canada
3364,POULTRY,2000,1032.59,Canada
3365,POULTRY,2001,1084.03,Canada
3366,POULTRY,2002,1105.85,Canada
3367,POULTRY,2003,1121.28,Canada
3368,POULTRY,2004,1140.87,Canada
3369,POULTRY,2005,1158.23,Canada
3370,POULTRY,2006,1180.52,Canada
3371,POULTRY,2007,1197.88,Canada
3372,POULTRY,2008,1215.38,Canada
3373,POULTRY,2009,1214.82,Canada
3374,POULTRY,2010,1216.16,Canada
3375,POULTRY,2011,1190.32,Canada
3376,POULTRY,2012,1193.11,Canada
3377,POULTRY,2013,1217.45,Canada
3378,POULTRY,2014,1262.94,Canada
3379,POULTRY,2015,1332.87,Canada
3380,POULTRY,2016,1372.14,Canada
3381,POULTRY,2017,1396.47,Canada
3382,POULTRY,2018,1416.86,Canada
3383,POULTRY,2019,1432.34,Canada
3384,POULTRY,2020,1449.51,Canada
3385,POULTRY,2021,1466.96,Canada
3386,POULTRY,2022,1478.99,Canada
3387,POULTRY,2023,1502.68,Canada
3388,POULTRY,2024,1519.99,Canada
3389,POULTRY,2025,1536.05,Canada
3390,POULTRY,2026,1547.31,Canada
3391,POULTRY,2027,1565.05,Canada
3392,POULTRY,2028,1580.55,Canada
3393,BEEF,1990,245.33,Chile
3394,BEEF,1991,241.62,Chile
3395,BEEF,1992,236.37,Chile
3396,BEEF,1993,269.71,Chile
3397,BEEF,1994,293.04,Chile
3398,BEEF,1995,323.36,Chile
3399,BEEF,1996,340.59,Chile
3400,BEEF,1997,366.94,Chile
3401,BEEF,1998,349.25,Chile
3402,BEEF,1999,331.72,Chile
3403,BEEF,2000,340.12,Chile
3404,BEEF,2001,311.54,Chile
3405,BEEF,2002,333.04,Chile
3406,BEEF,2003,349.65,Chile
3407,BEEF,2004,360.59,Chile
3408,BEEF,2005,374.73,Chile
3409,BEEF,2006,336.55,Chile
3410,BEEF,2007,366.04,Chile
3411,BEEF,2008,348.63,Chile
3412,BEEF,2009,353.36,Chile
3413,BEEF,2010,374.15,Chile
3414,BEEF,2011,343.75,Chile
3415,BEEF,2012,360.65,Chile
3416,BEEF,2013,427.42,Chile
3417,BEEF,2014,442.6,Chile
3418,BEEF,2015,442.69,Chile
3419,BEEF,2016,483.02,Chile
3420,BEEF,2017,453.79,Chile
3421,BEEF,2018,487.23,Chile
3422,BEEF,2019,494.92,Chile
3423,BEEF,2020,503.87,Chile
3424,BEEF,2021,512.3,Chile
3425,BEEF,2022,520.24,Chile
3426,BEEF,2023,527.85,Chile
3427,BEEF,2024,534.98,Chile
3428,BEEF,2025,541.72,Chile
3429,BEEF,2026,548.47,Chile
3430,BEEF,2027,554.99,Chile
3431,BEEF,2028,561.55,Chile
3432,BEEF,1990,138.69,Philippines
3433,BEEF,1991,139.57,Philippines
3434,BEEF,1992,148.74,Philippines
3435,BEEF,1993,160.57,Philippines
3436,BEEF,1994,180.85,Philippines
3437,BEEF,1995,211.25,Philippines
3438,BEEF,1996,239.3,Philippines
3439,BEEF,1997,281.11,Philippines
3440,BEEF,1998,281.13,Philippines
3441,BEEF,1999,345.74,Philippines
3442,BEEF,2000,374.94,Philippines
3443,BEEF,2001,358.31,Philippines
3444,BEEF,2002,373.62,Philippines
3445,BEEF,2003,379.01,Philippines
3446,BEEF,2004,409.82,Philippines
3447,BEEF,2005,377.32,Philippines
3448,BEEF,2006,373.66,Philippines
3449,BEEF,2007,424.68,Philippines
3450,BEEF,2008,428.98,Philippines
3451,BEEF,2009,399.09,Philippines
3452,BEEF,2010,421.76,Philippines
3453,BEEF,2011,410.77,Philippines
3454,BEEF,2012,401.57,Philippines
3455,BEEF,2013,398.0,Philippines
3456,BEEF,2014,435.71,Philippines
3457,BEEF,2015,445.25,Philippines
3458,BEEF,2016,454.49,Philippines
3459,BEEF,2017,468.04,Philippines
3460,BEEF,2018,476.0,Philippines
3461,BEEF,2019,481.64,Philippines
3462,BEEF,2020,492.91,Philippines
3463,BEEF,2021,502.39,Philippines
3464,BEEF,2022,512.46,Philippines
3465,BEEF,2023,522.71,Philippines
3466,BEEF,2024,532.15,Philippines
3467,BEEF,2025,542.28,Philippines
3468,BEEF,2026,553.23,Philippines
3469,BEEF,2027,564.07,Philippines
3470,BEEF,2028,574.65,Philippines
3471,PIG,1990,0.0,Australia
3472,PIG,1991,320.0,Australia
3473,PIG,1992,340.38,Australia
3474,PIG,1993,340.37,Australia
3475,PIG,1994,357.03,Australia
3476,PIG,1995,361.07,Australia
3477,PIG,1996,337.62,Australia
3478,PIG,1997,350.25,Australia
3479,PIG,1998,363.56,Australia
3480,PIG,1999,365.97,Australia
3481,PIG,2000,370.07,Australia
3482,PIG,2001,376.46,Australia
3483,PIG,2002,399.37,Australia
3484,PIG,2003,440.62,Australia
3485,PIG,2004,453.58,Australia
3486,PIG,2005,483.99,Australia
3487,PIG,2006,474.45,Australia
3488,PIG,2007,529.24,Australia
3489,PIG,2008,528.29,Australia
3490,PIG,2009,554.58,Australia
3491,PIG,2010,572.75,Australia
3492,PIG,2011,567.03,Australia
3493,PIG,2012,603.02,Australia
3494,PIG,2013,596.29,Australia
3495,PIG,2014,605.31,Australia
3496,PIG,2015,671.96,Australia
3497,PIG,2016,664.66,Australia
3498,PIG,2017,689.93,Australia
3499,PIG,2018,695.73,Australia
3500,PIG,2019,716.82,Australia
3501,PIG,2020,737.2,Australia
3502,PIG,2021,745.56,Australia
3503,PIG,2022,753.07,Australia
3504,PIG,2023,761.89,Australia
3505,PIG,2024,772.39,Australia
3506,PIG,2025,783.46,Australia
3507,PIG,2026,795.35,Australia
3508,PIG,2027,806.08,Australia
3509,PIG,2028,817.84,Australia
3510,PIG,1990,22569.99,China
3511,PIG,1991,24242.13,China
3512,PIG,1992,26224.89,China
3513,PIG,1993,28374.41,China
3514,PIG,1994,31025.05,China
3515,PIG,1995,31721.45,China
3516,PIG,1996,31365.24,China
3517,PIG,1997,35777.16,China
3518,PIG,1998,38661.55,China
3519,PIG,1999,38839.59,China
3520,PIG,2000,39686.12,China
3521,PIG,2001,40418.47,China
3522,PIG,2002,41115.68,China
3523,PIG,2003,42155.18,China
3524,PIG,2004,42952.36,China
3525,PIG,2005,45083.96,China
3526,PIG,2006,46145.88,China
3527,PIG,2007,42750.72,China
3528,PIG,2008,46534.06,China
3529,PIG,2009,49258.43,China
3530,PIG,2010,51438.34,China
3531,PIG,2011,51730.45,China
3532,PIG,2012,54791.49,China
3533,PIG,2013,56688.71,China
3534,PIG,2014,58679.59,China
3535,PIG,2015,57498.79,China
3536,PIG,2016,56144.0,China
3537,PIG,2017,55877.26,China
3538,PIG,2018,55218.91,China
3539,PIG,2019,53253.21,China
3540,PIG,2020,55665.36,China
3541,PIG,2021,56259.27,China
3542,PIG,2022,56695.91,China
3543,PIG,2023,57119.89,China
3544,PIG,2024,57544.94,China
3545,PIG,2025,57974.37,China
3546,PIG,2026,58404.19,China
3547,PIG,2027,58821.66,China
3548,PIG,2028,59246.97,China
3549,POULTRY,1990,117.82,Chile
3550,POULTRY,1991,132.23,Chile
3551,POULTRY,1992,200.02,Chile
3552,POULTRY,1993,239.36,Chile
3553,POULTRY,1994,267.16,Chile
3554,POULTRY,1995,311.46,Chile
3555,POULTRY,1996,330.43,Chile
3556,POULTRY,1997,331.96,Chile
3557,POULTRY,1998,361.91,Chile
3558,POULTRY,1999,371.2,Chile
3559,POULTRY,2000,405.45,Chile
3560,POULTRY,2001,434.87,Chile
3561,POULTRY,2002,417.53,Chile
3562,POULTRY,2003,423.42,Chile
3563,POULTRY,2004,470.56,Chile
3564,POULTRY,2005,472.02,Chile
3565,POULTRY,2006,545.28,Chile
3566,POULTRY,2007,569.23,Chile
3567,POULTRY,2008,542.43,Chile
3568,POULTRY,2009,525.27,Chile
3569,POULTRY,2010,560.75,Chile
